Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Max Yield Strength in Dataset,Stopping Reason
0,57,1235.9,,,,2510.3,Initial selection
1,11,1232.0,488.71190183375916,175.69585382264958,31.301604801110955,2510.3,Continuing
2,215,1688.1,1275.7399749908775,1198.845257290192,7.689471770068564,2510.3,Continuing
3,150,1846.5,1716.3151599148257,1656.6493889968697,5.966577091795604,2510.3,Continuing
4,167,1731.7,1958.3075572327166,1860.461245891282,9.784631134143467,2510.3,Continuing
5,266,1667.4,1852.1818449165537,1791.1377095749654,6.1044135341588355,2510.3,Continuing
6,216,1371.1,1886.7630312007602,1807.4515430439685,7.93114881567918,2510.3,Continuing
7,119,1736.3,1798.9159837274487,1719.7773544752622,7.913862925218644,2510.3,Continuing
8,146,1722.5,1771.3479627058323,1687.7628784536528,8.35850842521796,2510.3,Continuing
9,279,1805.2,1765.1179294634621,1680.1782746140946,8.493965484936753,2510.3,Continuing
10,188,1681.2,1777.7183804309855,1717.4259227061377,6.029245772484767,2510.3,Continuing
11,246,1564.0,1765.0512567567512,1715.528976047766,4.952228070898523,2510.3,Continuing
12,46,1798.3,1765.3178276501094,1752.0904773661987,1.3227350283910602,2510.3,Continuing
13,33,1819.0,1725.16853513792,1701.5241174034522,2.3644417734467633,2510.3,Continuing
14,158,1688.1,1780.1720093663398,1770.6097801866017,0.9562229179737988,2510.3,Continuing
15,54,1429.7,1697.9420404672578,1504.8891868394326,19.305285362782534,2510.3,Continuing
16,102,1575.5,1526.6097840297307,1423.7681622183252,10.28416218114054,2510.3,Continuing
17,287,1615.8,1446.5251611047845,1330.144062744855,11.638109835992942,2510.3,Continuing
18,14,1564.0,1612.0818496277604,1578.672423886977,3.3409425740783467,2510.3,Continuing
19,173,1522.7,1568.5228933717995,1555.3640458439738,1.3158847527825674,2510.3,Continuing
20,193,1784.5,1447.1824930388786,1373.7973406427918,7.338515239608688,2510.3,Continuing
21,291,1577.8,1420.3484878008921,1219.3598697509854,20.09886180499068,2510.3,Continuing
22,213,1405.6,1391.0600755386674,1337.7702937540516,5.328978178461581,2510.3,Continuing
23,35,1357.3,1356.855521602566,1305.9131453409675,5.094237626159842,2510.3,Continuing
24,126,1391.8,1324.244436093356,1132.5293655732348,19.17150705201211,2510.3,Continuing
25,110,1241.0,1257.9605991218957,1082.4853601352743,17.547523898662135,2510.3,Continuing
26,92,1280.7,1311.983903746138,1201.393463774443,11.059043997169487,2510.3,Continuing
27,10,1218.4,1258.5998194859287,1218.3545086715485,4.024531081438029,2510.3,Continuing
28,49,1550.3,1258.2770657340511,1215.4048822122968,4.287218352175439,2510.3,Continuing
29,262,1309.1,1686.14044768351,1659.0371986246535,2.710324905885658,2510.3,Continuing
30,38,1426.2,1193.4395354192247,1131.0710124277375,6.236852299148728,2510.3,Continuing
31,223,1412.5,1435.2010552462802,1266.5696643125393,16.863139093374105,2510.3,Continuing
32,86,1453.8,1173.548609497587,945.9101402146807,22.76384692829063,2510.3,Continuing
33,304,1302.8,1114.2526667910543,913.344010626288,20.090865616476627,2510.3,Continuing
34,13,1299.8,1302.7091691788776,1206.356391457164,9.635277772171364,2510.3,Continuing
