Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Max Yield Strength in Dataset,Stopping Reason
0,234,1212.6,,,,2510.3,Initial selection
1,29,1254.0,1253.0798879925478,1176.647968932578,7.64319190599699,2510.3,Continuing
2,190,1243.6,1285.6832653703368,1228.3309320048377,5.735233336549906,2510.3,Continuing
3,254,1324.3,1287.6457290476972,1230.7509116771673,5.6894817370529935,2510.3,Continuing
4,125,1272.6,1338.4147422315623,1292.7303525215361,4.568438971002621,2510.3,Continuing
5,209,1309.8,1341.6586827269746,1296.7619370809346,4.4896745646040035,2510.3,Continuing
6,143,1216.8,1273.476916490091,1237.4940340036906,3.5982882486400483,2510.3,Continuing
7,294,1390.4,1241.4238582256908,1181.0282572356932,6.039560098999749,2510.3,Continuing
8,310,1390.4,1343.7275643461178,1230.620546239636,11.310701810648176,2510.3,Continuing
9,109,1437.3,1408.1208705003771,1332.7878279727665,7.5333042527610505,2510.3,Continuing
10,48,1451.7,1383.3519229039068,1298.6771453166104,8.46747775872964,2510.3,Continuing
11,297,1404.2,1352.1883264743403,1259.0402058986053,9.314812057573493,2510.3,Continuing
12,97,1420.0,1265.9591221986593,1144.9236423234984,12.103547987516087,2510.3,Continuing
13,163,1383.5,1296.3714755947676,1103.833516259167,19.25379593356005,2510.3,Continuing
14,230,1475.8,1445.7640819265368,1332.328309604863,11.34357723216737,2510.3,Continuing
15,221,1506.8,1372.5027152170146,1262.2517046856324,11.025101053138219,2510.3,Continuing
16,253,1414.5,1469.3618405975956,1390.0832381709115,7.927860242668403,2510.3,Continuing
17,149,1304.3,1328.0296675649597,1260.7062873807406,6.732338018421916,2510.3,Continuing
18,241,1218.8,1189.3713942922384,1062.2767374649675,12.709465682727098,2510.3,Continuing
19,268,1263.6,1231.6898811321848,1113.0850701252805,11.860481100690441,2510.3,Continuing
20,272,1555.8,1251.233817876758,1089.2536710859251,16.19801467908329,2510.3,Continuing
21,51,1462.7,1354.6048319692356,1234.1605944648047,12.044423750443096,2510.3,Continuing
22,271,1061.7,1225.4995300848134,1079.3537545590193,14.614577552579403,2510.3,Continuing
23,22,1267.8,1179.4607824135862,1068.0784874805015,11.138229493308465,2510.3,Continuing
24,166,1091.4,1310.681570738437,1200.0436615916306,11.063790914680627,2510.3,Continuing
25,116,1010.8,1183.6314988514114,1085.3569340583792,9.827456479303203,2510.3,Continuing
26,218,1169.2,1181.583225018237,1081.3964748062,10.018675021203684,2510.3,Continuing
27,196,1150.6,1184.1634098574891,1084.896503973231,9.926690588425815,2510.3,Continuing
28,161,1167.2,1150.4723249627916,1100.4698102343445,5.000251472844712,2510.3,Continuing
29,28,1230.6,1145.4732104301233,1103.6968732577566,4.177633717236683,2510.3,Continuing
30,153,1194.0,1200.8180371496915,1135.8721830748964,6.494585407479506,2510.3,Continuing
31,182,1150.6,1145.3490035476748,932.654584357914,21.26944191897607,2510.3,Continuing
32,60,1340.8,1198.9582571283577,1108.6468659247785,9.03113912035792,2510.3,Continuing
33,164,1282.2,1298.9375354177228,1164.2075272351178,13.473000818260486,2510.3,Continuing
34,180,1182.0,1303.4703615161789,1168.0443877612524,13.542597375492646,2510.3,Continuing
35,211,1243.0,1295.6255523675652,1217.7278374812108,7.789771488635431,2510.3,Continuing
36,258,1224.7,1273.1747936412878,1217.1941374128414,5.598065622844646,2510.3,Continuing
37,168,1258.8,1219.6465669723234,1162.9938148710644,5.665275210125891,2510.3,Continuing
38,243,1194.0,1212.5309230889463,1155.0990845117242,5.743183857722211,2510.3,Continuing
39,66,1157.5,1211.9504227321704,1149.4135760463193,6.253684668585096,2510.3,Continuing
40,85,1175.4,1184.5022326459305,1128.9138978467502,5.558833479918027,2510.3,Continuing
41,23,1207.8,1137.37130933573,1062.2298163126666,7.514149302306351,2510.3,Continuing
