Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Max Yield Strength in Dataset,Stopping Reason
0,195,1296.0,,,,2510.3,Initial selection
1,137,1308.0,1326.7978001883334,1262.6236298062151,7.130463375790928,2510.3,Continuing
2,131,1391.2,1325.653758280287,1299.7306510653084,2.880345246108734,2510.3,Continuing
3,284,1348.6,1406.6220327185817,1380.565489569528,2.8951714610059702,2510.3,Continuing
4,88,1294.9,1420.5134492104764,1372.9681192025603,5.2828144453240276,2510.3,Continuing
5,95,1277.7,1431.0129038992436,1392.1479430092827,4.318328987773441,2510.3,Continuing
6,307,1344.0,1368.3341203050838,1327.107687483397,4.5807147579651994,2510.3,Continuing
7,133,1312.0,1351.725423633448,1317.876095639745,3.761036443744756,2510.3,Continuing
8,42,1350.3,1343.5036903625248,1283.8483575508644,6.628370312406702,2510.3,Continuing
9,72,1317.0,1341.514185244388,1327.5265696621004,1.554179509143069,2510.3,Continuing
10,145,1285.0,1340.3564560988493,1321.1841116124751,2.130260498486013,2510.3,Continuing
11,58,1276.5,1349.9418600311415,1330.7378587498024,2.1337779201487774,2510.3,Continuing
12,286,1297.5,1258.0251124771485,1209.6798854381832,5.371691893218351,2510.3,Continuing
13,242,1305.4,361.1575413812377,77.17107950042444,31.554051320090366,2510.3,Continuing
14,81,1280.8,1163.1657473888908,1019.2870919806896,15.986517267577899,2510.3,Continuing
15,255,1280.2,1323.000849284433,1244.33078525265,8.741118225753652,2510.3,Continuing
16,56,1357.9,416.2672885277664,133.03170960020634,31.470619880840008,2510.3,Continuing
17,295,1276.7,1388.5890545703473,1308.3699065425412,8.913238669756232,2510.3,Continuing
18,114,1269.0,1254.818156238648,1195.2643544375637,6.617089089009375,2510.3,Continuing
19,7,1306.9,1233.4864435759291,1204.36355469165,3.235876542697664,2510.3,Continuing
20,140,1521.3,299.47159804589495,16.4036812988777,31.451990749668585,2510.3,Continuing
21,51,1462.7,284.76468084091294,0.15970038981020973,31.622775605678083,2510.3,Continuing
22,272,1555.8,639.4380819120124,363.777206308591,30.628986178157927,2510.3,Continuing
23,230,1475.8,338.8297161189245,54.355150872089006,31.60828502742617,2510.3,Continuing
24,221,1506.8,698.3558812486408,426.7044167660648,30.18349605361955,2510.3,Continuing
25,163,1383.5,718.5146569745713,447.3787386815591,30.126213143668018,2510.3,Continuing
26,253,1414.5,859.0214642830964,593.6502898265495,29.485686050727434,2510.3,Continuing
27,297,1404.2,628.0077463120178,348.9430568126728,31.007187722149457,2510.3,Continuing
28,310,1390.4,903.7246517543662,658.3030157778015,27.26907066406274,2510.3,Continuing
29,109,1437.3,1331.4043902546641,1184.364069124263,16.337813458933454,2510.3,Continuing
30,294,1390.4,1194.8488077933985,985.9320786083006,23.21296990945531,2510.3,Continuing
31,125,1272.6,1086.6062172420118,892.085794636514,21.613380289499755,2510.3,Continuing
32,254,1324.3,1244.1592082647808,1110.1602776421635,14.888770069179689,2510.3,Continuing
33,190,1243.6,1158.1584334550535,995.9102372885553,18.02757735183312,2510.3,Continuing
34,29,1254.0,1186.0699338284146,1055.8009518953147,14.474331325899986,2510.3,Continuing
35,209,1309.8,1193.6801213937874,1041.68043511121,16.8888540313975,2510.3,Continuing
36,234,1212.6,1146.9301283498912,1005.967802405408,15.662480660498145,2510.3,Continuing
37,143,1216.8,1243.0565281758757,1123.4202506806716,13.292919721689342,2510.3,Continuing
38,48,1451.7,1122.3488748060113,949.9403504385133,19.156502707499776,2510.3,Continuing
39,28,1230.6,1054.4559860912332,896.659902477486,17.532898179305253,2510.3,Continuing
40,161,1167.2,1089.016417246081,933.2416417012851,17.30830839386621,2510.3,Continuing
41,97,1420.0,945.1361604580813,707.3427909572092,26.421485500096896,2510.3,Continuing
42,149,1304.3,956.0892149919712,727.2317599100827,25.42860612020983,2510.3,Continuing
43,153,1194.0,931.3265625118447,742.0450170555647,21.031282828475554,2510.3,Continuing
44,277,1172.0,727.8395814253208,471.5871390006021,28.472493602746532,2510.3,Continuing
45,241,1218.8,547.7323219152734,269.6060028388595,30.902924341823756,2510.3,Continuing
46,268,1263.6,809.0442179718715,544.4001244457072,29.40489928068492,2510.3,Continuing
47,22,1267.8,800.324349549948,537.8091436743146,29.16835620840372,2510.3,Continuing
48,218,1169.2,787.8672565106438,531.4951038194453,28.485794743466503,2510.3,Continuing
49,196,1150.6,905.931890800919,671.1828481436874,26.08322696191462,2510.3,Continuing
50,247,1036.9,773.2746549052433,517.469566705938,28.42278757770059,2510.3,Continuing
51,271,1061.7,1100.1656510176051,974.987433950988,13.908690785179676,2510.3,Continuing
52,116,1010.8,903.5206296901855,668.0479044008925,26.16363614325477,2510.3,Continuing
53,166,1091.4,780.4791045599189,530.1102463045154,27.81876202837817,2510.3,Continuing
54,60,1340.8,645.9499009541444,371.4233348697526,30.502951787154643,2510.3,Continuing
55,258,1224.7,1305.3954443017426,1157.9583285448794,16.381901750762587,2510.3,Continuing
56,182,1150.6,1232.4217080163069,1080.1930703769792,16.914293071036404,2510.3,Continuing
57,168,1258.8,1141.648621572871,968.0670342488827,19.286843035998686,2510.3,Continuing
58,211,1243.0,1298.0742815864,1133.3501911100066,18.302676719599287,2510.3,Continuing
59,164,1282.2,1218.7527123679647,1056.4230307906337,18.036631286370117,2510.3,Continuing
60,23,1207.8,1114.167018881276,939.5065963270124,19.406713617140397,2510.3,Continuing
61,85,1175.4,1112.4576816644847,989.1987612616034,13.695435600320144,2510.3,Continuing
62,70,1087.0,1026.6113581335426,860.8651822258632,18.41624176751993,2510.3,Continuing
63,243,1194.0,1015.6788874609801,877.0027658667475,15.408457954914738,2510.3,Continuing
64,66,1157.5,1049.6609998006152,902.0210127147975,16.404443009535285,2510.3,Continuing
65,180,1182.0,1010.3628521202475,763.0688221123166,27.477114445325643,2510.3,Continuing
66,290,1005.9,951.6565164316382,710.310852411614,26.816184891113807,2510.3,Continuing
67,104,1032.1,988.1645212058135,811.3030587968958,19.65127360099085,2510.3,Continuing
68,128,1172.0,1024.2335647517452,825.2723872028437,22.106797505433498,2510.3,Continuing
69,129,1173.8,879.2986840296554,717.5885266763081,17.967795261483033,2510.3,Continuing
70,303,1221.6,1018.8038722361912,865.635661250792,17.018690109488798,2510.3,Continuing
71,0,1167.2,838.1420213915155,654.296315986179,20.42730060059294,2510.3,Continuing
72,217,1178.9,799.9420816460631,573.633106109844,25.145441726246567,2510.3,Continuing
73,152,1163.0,1072.787844887058,942.5982210353181,14.465513761304429,2510.3,Continuing
74,17,1188.6,1110.3356999008367,961.7774946398558,16.50646725122009,2510.3,Continuing
75,207,1019.0,536.4731223392656,261.18009073779245,30.58811462238591,2510.3,Continuing
76,59,1145.8,454.1502345794936,177.00761930689612,30.7936239191775,2510.3,Continuing
77,80,1125.0,312.18859877891407,27.862217604368553,31.591820130505056,2510.3,Continuing
78,111,1274.7,284.78814582294194,0.1831762339577019,31.62277439877603,2510.3,Continuing
79,139,1350.4,1305.9432949078234,1240.5258624487656,7.268603606561976,2510.3,Continuing
80,201,1586.7,285.1634109433655,0.5596740805960845,31.622637429196597,2510.3,Continuing
81,123,1729.4,805.268780471358,537.5030489148301,29.751747950725335,2510.3,Continuing
82,93,1755.2,319.79823446968356,35.23999328248432,31.61758235413325,2510.3,Continuing
83,157,1779.7,347.78018520906846,63.28540176146166,31.61053149417853,2510.3,Continuing
84,288,1768.0,371.3720806397486,87.11470291655439,31.584153080354913,2510.3,Continuing
85,147,1736.3,286.77851720394835,2.173659536644974,31.622761963033714,2510.3,Continuing
86,55,1463.0,284.6755592682049,0.07057069705355445,31.62277650790571,2510.3,Continuing
87,132,1478.4,927.5137441557165,675.0088685194767,28.056097292915542,2510.3,Continuing
88,65,1362.9,293.4677640846427,8.872317131774617,31.621716328096454,2510.3,Continuing
89,309,1212.0,284.6110856773714,0.0060962642440827814,31.62277660145859,2510.3,Continuing
90,239,1144.8,803.4671798875388,549.8342427273259,28.181437462245878,2510.3,Continuing
