Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Max Yield Strength in Dataset,Stopping Reason
0,215,1688.1,,,,2510.3,Initial selection
1,33,1819.0,604.0879319992005,420.3270307934411,30.62681686762657,2510.3,Continuing
2,158,1688.1,1828.5885143127598,1811.90362266086,2.7808152753166198,2510.3,Continuing
3,188,1681.2,1754.1873262293097,1691.2337176855976,10.49226809061869,2510.3,Continuing
4,46,1798.3,1725.1855753815926,1658.710081017773,11.079249060636599,2510.3,Continuing
5,150,1846.5,1780.808733839673,1702.2941873900772,13.085757741599293,2510.3,Continuing
6,266,1667.4,1789.0574951494868,1761.4934359780848,4.59400986190033,2510.3,Continuing
7,193,1784.5,1759.9376158815485,1702.141852029265,9.632627308713909,2510.3,Continuing
8,119,1736.3,1568.9955164746837,1557.4475749047697,1.924656928318997,2510.3,Continuing
9,279,1805.2,1424.4361832938891,1323.9467093350124,16.748245659812802,2510.3,Continuing
10,146,1722.5,1341.3290577813434,1221.8293933933383,19.916610731334178,2510.3,Continuing
11,246,1564.0,1192.042133075477,1072.6321554754186,19.901662933343072,2510.3,Continuing
12,291,1577.8,1181.8341625340054,1041.3945039907758,23.40660975720494,2510.3,Continuing
13,285,1812.1,1003.2338050546298,892.9478094354174,18.38099926986872,2510.3,Continuing
14,77,1653.6,505.04687054227355,318.62656868680136,31.070050309245367,2510.3,Continuing
15,142,1340.1,532.1873577364919,349.0680734330922,30.519880717233285,2510.3,Continuing
16,21,1860.3,1042.7614099207033,927.4909109204951,19.21174983336804,2510.3,Continuing
17,287,1615.8,422.2692775361496,234.28411601501614,31.33086025352225,2510.3,Continuing
18,14,1564.0,1607.1653753298635,1584.5131125152698,3.7753771357656176,2510.3,Continuing
19,173,1522.7,1570.2677981330096,1559.892580820703,1.7292028853844457,2510.3,Continuing
20,54,1429.7,1437.5020352117588,1351.7525875726924,14.291574606511068,2510.3,Continuing
21,213,1405.6,1444.9974701492847,1406.8083953989774,6.364845791717873,2510.3,Continuing
22,35,1357.3,1338.7327995972457,1303.9301465959734,5.80044216687873,2510.3,Continuing
23,38,1426.2,1227.462338636573,1207.8387877112064,3.2705918208944347,2510.3,Continuing
24,223,1412.5,1434.4324721172225,1372.6232383492024,10.30153896133669,2510.3,Continuing
25,49,1550.3,1169.8076437409584,1131.4105518831243,6.399515309639019,2510.3,Continuing
26,262,1309.1,1610.2445363916806,1587.7449890283433,3.749924560556208,2510.3,Continuing
27,102,1575.5,1050.9311207464152,928.6157952901085,20.385887576051104,2510.3,Continuing
