Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Max Yield Strength in Dataset,Stopping Reason
0,215,1688.1,,,,2510.3,Initial selection
1,33,1819.0,695.9683826020803,420.3270307934411,30.62681686762657,2510.3,Continuing
2,119,1736.3,1840.8875410514,1793.030859357963,5.317409077048547,2510.3,Continuing
3,188,1681.2,1844.724906222167,1786.133541048265,6.510151685989104,2510.3,Continuing
4,46,1798.3,1822.0907672481455,1752.7303392238455,7.70671422492224,2510.3,Continuing
5,150,1846.5,1806.467879328961,1711.7461799925466,10.524633259601618,2510.3,Continuing
6,193,1784.5,1803.0404342958266,1740.3541946890832,6.965137734082599,2510.3,Continuing
7,158,1688.1,1783.719538097419,1778.1228148872424,0.6218581344640752,2510.3,Continuing
8,279,1805.2,1621.1141781498693,1461.3813839980185,17.748088239094542,2510.3,Continuing
9,146,1722.5,1385.9401343174509,1204.6190901401392,20.146782686367963,2510.3,Continuing
10,266,1667.4,1226.3904658227768,1128.653159574817,10.859700694217752,2510.3,Continuing
11,246,1564.0,1251.7471130796423,1072.632145049069,19.901663114508125,2510.3,Continuing
12,291,1577.8,1252.0539868493552,1041.3944982504727,23.40660984432027,2510.3,Continuing
13,285,1812.1,1058.3768028642587,892.9478094354425,18.380999269868454,2510.3,Continuing
14,77,1653.6,598.2570214700359,318.62656868682836,31.070050309245275,2510.3,Continuing
15,142,1340.1,623.746940762425,349.0680097631904,30.519881222137176,2510.3,Continuing
16,21,1860.3,1100.3966592743593,927.4909106898846,19.211749842719414,2510.3,Continuing
17,287,1615.8,516.2618582958295,234.28411601410838,31.330860253524563,2510.3,Continuing
18,14,1564.0,1618.491506737167,1584.5131125152727,3.775377135766009,2510.3,Continuing
19,173,1522.7,1575.4554067891618,1559.8925808207018,1.7292028853844457,2510.3,Continuing
20,54,1429.7,1480.3767590345026,1351.7525875781448,14.29157460626198,2510.3,Continuing
21,213,1405.6,1464.0920044571608,1406.8083956871455,6.364845418890573,2510.3,Continuing
22,35,1357.3,1356.1341231804904,1303.9301428786162,5.800442255763799,2510.3,Continuing
23,167,1731.7,1267.1512075121411,1076.8455570949077,21.145072268581483,2510.3,Continuing
24,102,1575.5,1285.0787447137334,1170.9659348154655,12.67920109980755,2510.3,Continuing
25,216,1371.1,1465.8360805116924,1288.1658624583138,19.741135339264304,2510.3,Continuing
